leftUltrasonic,upperLeftUltrasonic, middleUltrasonic, upperRightUltrasonic,rightUltrasonic,L0,L1,L2,xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag,servoAngle,state
77,56,59,17,53,1,1,1,463,-191,8624,118,-26,2602,-14,-196,-706,90,1
78,50,51,20,18,1,1,1,310,-197,8553,-8,59,19,-25,-153,-665,90,1
8,24,18,27,5,1,1,1,359,-229,8491,2,55,112,45,3,-589,90,1
80,53,16,16,7,1,1,1,551,-417,8583,171,55,2548,83,-7,-621,90,1
7,49,79,15,7,1,1,1,553,-210,8608,211,1,3536,123,1,-637,90,1
7,72,49,20,5,1,1,1,659,-149,8607,235,-68,4065,179,-7,-653,90,1
42,38,18,15,6,1,1,1,471,-174,8600,-3,5,174,214,-26,-724,90,1
7,22,73,13,41,1,1,1,641,-392,8510,95,39,2242,241,-43,-735,90,1
8,32,34,15,5,1,1,1,632,-484,8571,207,-57,3761,272,-76,-738,90,1
77,25,16,17,23,1,1,1,444,-229,8570,-27,46,-60,293,-169,-747,90,1
7,58,15,13,5,1,1,1,692,-335,8547,100,-24,1998,281,-211,-749,90,1
7,56,20,12,45,1,1,1,463,-256,8586,97,24,1637,263,-229,-753,90,1
8,53,22,12,97,1,1,1,361,-243,8582,102,33,1572,247,-251,-747,90,1
87,67,72,13,17,1,1,1,448,-88,8578,70,39,1084,222,-278,-744,90,1
94,67,69,15,6,1,1,1,395,-263,8584,22,22,676,219,-285,-747,90,1
65,65,68,16,16,1,1,1,333,-228,8620,40,60,978,196,-290,-740,90,1
8,52,64,12,15,1,1,1,146,-227,8554,-18,-12,55,180,-290,-742,90,1
18,27,19,17,5,1,1,1,412,-241,8543,-26,-9,114,295,-257,-693,90,2
18,31,15,104,6,1,1,1,707,-89,8531,-152,32,-2352,307,-207,-701,90,2
7,20,15,99,81,1,1,1,540,-201,8580,-167,54,-2659,313,-163,-715,90,2
7,14,61,76,80,1,1,1,547,-210,8607,-157,34,-2492,314,-112,-718,90,2
57,16,85,71,6,1,1,1,280,-165,8574,-1,3,-27,276,-50,-712,90,2
14,65,54,54,64,1,1,1,434,-216,8532,-8,24,163,234,-12,-740,90,2
9,67,17,19,64,1,1,1,535,-257,8460,-3,45,178,184,-2,-750,90,2
7,33,14,108,63,1,1,1,722,-480,8459,-85,39,-1191,156,-4,-740,90,2
9,26,14,64,6,1,1,1,391,-51,8544,-66,1,-1118,137,-1,-747,90,2
9,16,15,60,5,1,1,1,519,-124,8590,-130,-23,-1977,120,8,-736,90,2
7,10,14,53,5,1,1,1,358,-175,8585,-33,63,131,91,-9,-745,90,2
63,9,57,51,79,1,1,1,497,-243,8583,-60,56,-1036,52,-22,-742,90,2
8,10,55,50,95,1,1,1,495,-138,8616,-102,35,-1520,38,-42,-736,90,2
7,16,49,44,79,1,1,1,328,-152,8595,9,21,52,27,-75,-729,90,2
8,100,15,16,90,1,1,1,505,-149,8535,-41,25,147,2,-92,-736,90,2
8,16,12,85,87,1,1,1,720,-69,8503,-184,15,-2430,-2,-128,-734,90,2
9,12,13,94,5,1,1,1,510,-268,8591,-130,55,-2255,3,-169,-741,90,2
7,12,17,81,96,1,1,1,347,-136,8536,-111,0,-1480,12,-196,-738,90,2
7,14,74,80,87,1,1,1,405,-286,8615,-103,3,-1510,26,-222,-736,90,2
25,16,88,80,66,1,1,1,342,-59,8531,-106,18,-1531,48,-242,-738,90,2
4,4,25,24,6,1,1,1,289,-175,8633,12,94,54,48,-246,-718,90,2
3,4,19,21,72,1,1,1,1423,-553,8167,-103,6,540,76,-244,-704,90,2
5,5,8,106,72,1,1,1,128,-407,8628,-71,-21,-1086,86,-248,-696,90,2
6,24,20,77,71,1,1,1,237,-284,8583,-54,6,-697,98,-266,-706,90,2
6,84,21,76,70,1,1,1,399,-337,8590,-47,7,-621,115,-263,-715,90,2
8,23,21,74,69,1,1,1,-84,-304,8585,-21,-97,-178,98,-266,-714,90,2
8,20,20,72,69,1,1,1,654,-528,8613,-10,-132,-203,112,-262,-710,90,2
11,19,19,68,69,1,1,1,-8,-323,8580,8,18,-106,127,-257,-705,90,2
8,16,21,64,49,1,1,1,735,-414,8567,-149,42,-2375,161,-259,-703,90,2
28,18,69,62,80,1,1,1,428,-321,8549,-159,11,-2530,208,-262,-704,90,2
17,17,41,40,84,1,1,1,372,-209,8527,13,18,-100,248,-340,-648,90,2
8,38,18,102,79,1,1,1,462,-214,8543,-45,48,197,310,-208,-690,90,2
7,16,20,76,6,1,1,1,586,-264,8559,-156,-38,-2120,318,-146,-712,90,2
7,18,23,74,74,1,1,1,486,-147,8539,-119,13,-2010,302,-94,-710,90,2
37,19,97,71,72,1,1,1,584,-166,8662,-152,34,-2246,287,-53,-709,90,2
7,18,62,59,62,1,1,1,406,-184,8564,-32,29,174,239,-27,-737,90,2
13,14,18,18,61,1,1,1,478,-198,8541,-5,7,222,210,0,-744,90,2
9,19,15,106,61,1,1,1,804,-337,8502,-135,37,-1893,175,1,-747,90,2
15,38,15,111,59,1,1,1,568,-203,8518,-91,28,-1559,140,6,-744,90,2
7,48,17,57,59,1,1,1,531,-235,8511,-73,-27,-1014,115,7,-741,90,2
6,17,19,56,5,1,1,1,511,-275,8610,-73,35,-1038,103,-3,-749,90,2
7,18,122,55,59,1,1,1,496,-152,8444,-60,-28,-1205,85,-5,-743,90,2
43,19,70,54,6,1,1,1,496,-165,8594,-89,26,-1388,64,-26,-746,90,2
43,21,59,54,7,1,1,1,-324,111,8543,-16,18,80,30,-42,-742,90,2
22,19,54,47,54,1,1,1,285,-110,8617,2,10,104,19,-49,-747,90,2
8,4,30,34,59,1,1,1,359,-162,8629,-9,41,162,7,-85,-747,90,2
7,6,19,93,7,1,1,1,340,-170,8549,-19,-42,153,10,-108,-720,90,2
7,62,18,109,5,1,1,1,534,-36,8732,-119,-11,-1449,-3,-147,-733,90,2
8,17,18,74,5,1,1,1,477,-346,8529,-84,47,-1058,-4,-158,-736,90,2
6,18,19,78,75,1,1,1,295,16,8517,-63,69,-944,6,-176,-734,90,2
7,19,23,76,5,1,1,1,375,-248,8535,-90,76,-1293,10,-196,-728,90,2
34,20,87,75,85,1,1,1,474,-224,8642,-105,22,-1467,19,-219,-735,90,2
8,6,66,65,6,1,1,1,366,-198,8654,-10,18,44,26,-250,-730,90,2
8,71,40,52,85,1,1,1,399,-116,8731,-8,93,33,65,-269,-731,90,2
6,23,17,62,62,1,1,1,389,-231,8545,11,5,159,66,-250,-682,90,2
17,21,15,87,6,1,1,1,542,-211,8544,-120,-24,-1970,85,-257,-683,90,2
8,16,96,60,7,1,1,1,381,-184,8576,-119,15,-1799,116,-268,-682,90,2
9,16,21,35,60,1,1,1,354,-157,8545,-152,2,-2196,142,-272,-684,90,2
38,20,63,55,99,1,1,1,405,-324,8636,-164,20,-2655,198,-266,-702,90,2
7,91,23,20,87,1,1,1,437,-240,8515,-44,-2,232,295,-303,-673,90,2
17,27,19,20,6,1,1,1,631,-286,8564,-140,9,-2118,331,-233,-671,90,2
17,29,18,98,7,1,1,1,464,-270,8583,-153,-10,-2103,345,-191,-687,90,2
91,19,19,62,5,1,1,1,479,-265,8518,-152,-12,-2306,342,-132,-682,90,2
8,20,48,75,76,1,1,1,456,-134,8558,-170,44,-2383,326,-76,-688,90,2
8,17,71,64,6,1,1,1,367,-126,8564,-18,16,130,251,-41,-733,90,2
12,17,42,39,5,1,1,1,508,-145,8629,-15,-79,156,213,-11,-735,90,2
7,12,16,21,63,1,1,1,406,-207,8634,4,50,359,191,-3,-729,90,2
11,23,13,101,6,1,1,1,744,-218,8555,-103,58,-1849,167,-5,-737,90,2
8,15,14,59,59,1,1,1,574,-352,8494,-108,41,-1868,121,-1,-751,90,2
9,17,16,57,6,1,1,1,517,-146,8559,-76,46,-928,111,3,-747,90,2
19,18,19,56,59,1,1,1,242,-105,8578,-67,37,-1112,88,-8,-742,90,2
42,17,117,55,5,1,1,1,470,-251,8594,-86,-18,-1499,57,-17,-737,90,2
7,18,60,55,80,1,1,1,402,-166,8603,-110,-19,-1515,40,-32,-734,90,2
21,19,54,49,82,1,1,1,281,-206,8661,7,-24,147,28,-74,-738,90,2
9,103,20,24,89,1,1,1,450,-194,8531,21,-32,138,20,-86,-730,90,2
8,24,16,86,6,1,1,1,801,-269,8582,-146,-21,-2088,-7,-123,-735,90,2
8,17,16,89,88,1,1,1,467,-81,8572,-102,32,-1448,1,-153,-727,90,2
8,17,17,76,80,1,1,1,377,-38,8512,-88,37,-1373,-2,-176,-742,90,2
9,17,21,55,81,1,1,1,337,-146,8534,-122,43,-1513,-5,-197,-733,90,2
7,18,65,75,99,1,1,1,477,-235,8573,-120,34,-2312,28,-228,-734,90,2
17,16,44,58,64,1,1,1,361,-108,8562,-31,-35,86,52,-256,-742,90,2
15,20,45,48,60,1,1,1,301,-93,8501,-13,4,62,79,-263,-733,90,2
7,19,20,87,61,1,1,1,278,-108,8589,-11,35,218,81,-259,-705,90,2
7,19,18,65,60,1,1,1,558,-264,8616,-160,-38,-2113,101,-267,-697,90,2
22,18,23,61,7,1,1,1,517,-324,8559,-124,43,-2124,143,-277,-697,90,2
8,20,64,55,7,1,1,1,119,-282,8569,-23,11,65,183,-273,-701,90,2
8,6,56,51,84,1,1,1,695,-418,8475,-94,13,-1675,210,-260,-690,90,2
7,38,30,60,70,1,1,1,369,-187,8493,-31,-50,91,287,-309,-663,90,2
8,31,18,100,81,1,1,1,218,-233,8518,-20,16,182,320,-228,-692,90,2
21,19,17,102,6,1,1,1,686,-341,8426,-112,3,-1812,321,-171,-703,90,2
35,18,60,78,79,1,1,1,440,-152,8591,-110,31,-1718,329,-139,-705,90,2
7,19,53,73,6,1,1,1,499,-92,8549,-146,-2,-2113,314,-98,-696,90,2
37,20,84,71,58,1,1,1,522,-237,8540,-160,16,-2700,277,-41,-693,90,2
7,5,33,32,62,1,1,1,545,-178,8540,-2,-36,103,206,-16,-734,90,2
8,21,16,108,56,1,1,1,330,-145,8550,-5,52,141,170,-16,-742,90,2
10,18,14,58,54,1,1,1,702,-265,8566,-146,27,-1737,139,-3,-741,90,2
20,17,15,52,5,1,1,1,530,-152,8488,-108,-6,-1473,109,-7,-731,90,2
7,16,20,51,54,1,1,1,387,-98,8569,-100,21,-1470,82,-14,-738,90,2
7,16,55,49,5,1,1,1,476,-83,8562,-133,33,-2105,49,-17,-735,90,2
7,6,43,49,7,1,1,1,377,-148,8547,-122,41,-1780,16,-56,-736,90,2
7,4,35,33,6,1,1,1,431,-221,8454,-10,1,225,26,-82,-734,90,2
18,27,19,95,83,1,1,1,420,-147,8520,-26,-37,101,1,-111,-737,90,2
7,17,17,93,84,1,1,1,796,-220,8572,-157,4,-1960,-3,-149,-733,90,2
9,17,19,74,77,1,1,1,502,-251,8557,-154,80,-2571,4,-184,-734,90,2
7,18,61,73,97,1,1,1,313,23,8453,-159,56,-2199,21,-225,-731,90,2
7,20,69,67,63,1,1,1,207,-148,8529,-21,47,35,44,-248,-728,90,2
8,17,36,36,60,1,1,1,375,-181,8468,-26,-31,184,71,-251,-713,90,2
8,18,17,22,62,1,1,1,321,-129,8532,-20,8,117,70,-248,-688,90,2
7,16,15,88,6,1,1,1,746,-687,8606,-111,-41,-1844,83,-255,-681,90,2
7,15,15,59,60,1,1,1,516,-287,8711,-151,27,-2250,109,-263,-679,90,2
92,16,105,58,103,1,1,1,303,-238,8508,-128,43,-2430,162,-260,-688,90,2
8,20,62,55,49,1,1,1,408,-312,8585,-161,53,-2457,212,-260,-690,90,2
9,5,22,27,6,1,1,1,491,-242,8510,-30,54,121,303,-299,-663,90,2
19,27,16,104,6,1,1,1,368,-208,8570,-1,29,108,310,-222,-700,90,2
8,18,14,102,5,1,1,1,704,-360,8598,-130,29,-1727,316,-176,-716,90,2
8,14,18,91,79,1,1,1,409,-111,8550,-97,13,-1688,315,-139,-707,90,2
8,16,64,75,78,1,1,1,411,-106,8589,-144,9,-2237,312,-94,-712,90,2
7,16,59,70,75,1,1,1,205,-152,8627,-36,0,100,287,-53,-715,90,2
19,18,71,69,69,1,1,1,740,-258,8525,-109,-36,-1897,252,-28,-712,90,2
6,16,49,115,62,1,1,1,555,-304,8554,-24,53,147,199,-11,-743,90,2
14,38,18,110,6,1,1,1,373,-198,8563,7,32,110,169,3,-745,90,2
15,46,16,60,59,1,1,1,682,-95,8624,-104,41,-1745,122,0,-736,90,2
8,17,18,55,6,1,1,1,459,-147,8603,-97,32,-1568,98,4,-744,90,2
7,17,62,52,58,1,1,1,557,-141,8581,-143,76,-2322,66,-18,-742,90,2
8,18,40,52,77,1,1,1,428,-123,8594,-139,9,-2082,53,-45,-743,90,2
6,5,35,43,6,1,1,1,389,-252,8551,-6,32,175,18,-74,-736,90,2
6,5,18,21,74,1,1,1,475,-173,8507,26,-16,125,20,-100,-724,90,2
16,25,16,107,81,1,1,1,720,-92,8524,-182,19,-2081,2,-128,-738,90,2
19,16,17,97,81,1,1,1,406,-182,8495,-120,89,-1771,-11,-155,-733,90,2
96,16,19,76,5,1,1,1,415,-157,8622,-131,34,-2098,11,-195,-733,90,2
31,18,86,74,62,1,1,1,349,-149,8495,-133,9,-2072,32,-228,-728,90,2
8,19,55,68,7,1,1,1,309,-158,8549,-11,-1,66,52,-252,-742,90,2
7,66,38,37,62,1,1,1,406,-273,8568,-1,82,224,72,-260,-714,90,2
6,27,19,77,8,1,1,1,484,-254,8550,-12,48,146,69,-255,-683,90,2
17,18,17,65,61,1,1,1,665,-345,8487,-133,-32,-2339,83,-259,-689,90,2
22,17,22,61,60,1,1,1,454,-114,8554,-187,35,-2708,136,-278,-688,90,2
38,20,60,55,103,1,1,1,181,-221,8610,0,-37,26,183,-273,-689,90,2
8,17,46,43,6,1,1,1,299,-291,8621,16,22,124,208,-306,-658,90,2
12,43,16,15,7,1,1,1,343,-222,8586,12,71,115,300,-250,-682,90,2
8,18,12,15,88,1,1,1,770,-278,8530,-148,15,-2266,321,-213,-713,90,2
15,14,12,108,87,1,1,1,503,-146,8584,-150,41,-2601,327,-163,-723,90,2
25,12,14,81,64,1,1,1,419,-309,8589,-144,-1,-2254,321,-115,-717,90,2
8,12,63,78,81,1,1,1,458,-201,8550,-122,42,-2036,299,-69,-711,90,2
19,15,50,77,80,1,1,1,497,-136,8562,-150,29,-2335,280,-40,-704,90,2
7,82,38,37,6,1,1,1,464,-169,8523,-49,1,146,214,-6,-758,90,2
10,67,16,102,7,1,1,1,359,-175,8527,-12,24,151,173,-11,-749,90,2
8,30,13,66,63,1,1,1,789,-273,8546,-138,24,-2041,139,9,-739,90,2
8,14,15,59,60,1,1,1,504,-285,8605,-140,59,-2304,103,7,-727,90,2
95,13,81,54,78,1,1,1,219,-112,8636,-19,-1,91,56,-18,-742,90,2
7,13,58,52,77,1,1,1,598,-43,8613,-99,53,-1732,37,-43,-741,90,2
7,15,43,42,88,1,1,1,394,-203,8547,-20,0,171,8,-70,-740,90,2
10,24,17,18,87,1,1,1,378,-189,8423,-25,-5,147,15,-91,-727,90,2
7,20,14,121,87,1,1,1,667,-303,8528,-152,-29,-2215,-4,-114,-728,90,2
11,16,14,87,85,1,1,1,531,-184,8640,-170,44,-2191,-5,-155,-731,90,2
9,14,20,81,89,1,1,1,493,-229,8493,-131,49,-2440,9,-191,-745,90,2
23,17,53,81,68,1,1,1,427,-310,8457,-134,25,-2332,38,-230,-732,90,2
8,21,59,75,6,1,1,1,224,-117,8639,18,-16,106,61,-267,-743,90,2
8,9,21,20,6,1,1,1,332,-184,8627,15,-22,231,54,-236,-690,90,2
8,28,18,103,66,1,1,1,738,-299,8552,-134,-21,-2098,62,-244,-698,90,2
13,19,18,121,6,1,1,1,359,-195,8506,-152,23,-2181,103,-261,-693,90,2
7,18,20,66,48,1,1,1,371,-222,8554,-118,20,-1881,137,-271,-695,90,2
7,18,69,60,5,1,1,1,311,-287,8500,-109,10,-1936,181,-257,-717,90,2
8,19,60,56,113,1,1,1,274,-262,8569,-1,-8,106,204,-264,-692,90,2
20,18,27,45,80,1,1,1,300,-215,8625,25,-16,120,205,-307,-655,90,2
16,27,21,20,6,1,1,1,350,-172,8603,1,-9,195,326,-260,-674,90,2
7,25,16,86,83,1,1,1,783,-389,8540,-139,-31,-2052,325,-209,-699,90,2
9,17,16,100,81,1,1,1,633,-210,8578,-165,11,-2345,321,-163,-703,90,2
6,17,58,76,80,1,1,1,491,-303,8530,-156,44,-2405,318,-96,-700,90,2
34,18,84,74,6,1,1,1,376,-78,8550,-132,23,-2052,299,-65,-701,90,2
7,20,76,68,7,1,1,1,288,-111,8627,-28,-9,172,258,-38,-720,90,2
7,15,35,33,7,1,1,1,445,-234,8552,-11,-2,106,218,-6,-748,90,2
7,67,17,112,61,1,1,1,462,-219,8650,37,65,129,180,0,-738,90,2
13,38,14,63,60,1,1,1,803,-220,8540,-126,8,-2165,148,6,-746,90,2
16,17,16,56,59,1,1,1,452,-171,8580,-126,-31,-1930,110,-2,-748,90,2
7,17,102,55,59,1,1,1,436,-205,8592,-108,25,-1942,83,-23,-749,90,2
50,17,63,53,101,1,1,1,399,-147,8550,-83,15,-1465,48,-40,-746,90,2
22,19,58,54,82,1,1,1,465,-158,8555,-76,-28,-1039,20,-46,-736,90,2
21,19,54,50,5,1,1,1,254,-118,8646,22,74,177,19,-61,-733,90,2
7,15,34,33,5,1,1,1,411,-212,8490,-8,-43,218,12,-74,-730,90,2
14,71,19,24,87,1,1,1,361,-82,8497,-38,-63,201,-1,-101,-739,90,2
7,24,17,89,84,1,1,1,809,-241,8543,-126,33,-1920,-3,-127,-731,90,2
7,12,17,106,82,1,1,1,448,-183,8541,-111,10,-1446,0,-154,-730,90,2
7,17,20,80,82,1,1,1,458,-296,8605,-104,36,-1709,6,-186,-728,90,2
75,18,23,78,81,1,1,1,190,-310,8561,-99,32,-1123,8,-204,-742,90,2
9,19,61,75,81,1,1,1,275,-159,8587,-85,16,-791,21,-217,-729,90,2
33,20,106,76,97,1,1,1,104,-201,8602,12,35,75,18,-232,-734,90,2
8,19,59,73,77,1,1,1,58,-126,8607,-2,-19,55,42,-250,-730,90,2
21,19,39,61,5,1,1,1,334,-168,8571,4,-10,79,58,-262,-732,90,2
8,84,20,103,7,1,1,1,428,-177,8670,23,1,123,47,-241,-693,90,2
12,27,17,130,64,1,1,1,657,-216,8527,-144,-3,-2218,79,-255,-687,90,2
7,18,17,65,61,1,1,1,457,-226,8575,-162,79,-2414,104,-268,-692,90,2
7,17,94,64,63,1,1,1,309,-316,8612,-158,-17,-2398,154,-264,-700,90,2
7,8,56,57,113,1,1,1,375,-313,8536,-132,37,-2348,197,-271,-711,90,2
7,18,50,45,81,1,1,1,392,-248,8558,-12,32,187,204,-296,-664,90,2
8,98,16,15,88,1,1,1,541,-272,8556,-29,12,151,293,-255,-701,90,2
8,22,12,15,86,1,1,1,871,-165,8527,-144,36,-2223,312,-206,-712,90,2
7,16,12,108,84,1,1,1,503,-165,8605,-145,5,-2131,315,-163,-717,90,2
7,12,15,80,6,1,1,1,488,-319,8563,-136,29,-2351,304,-110,-722,90,2
8,12,63,76,6,1,1,1,479,-186,8575,-150,13,-2446,303,-67,-717,90,2
17,15,49,69,72,1,1,1,396,-169,8574,-37,-55,111,261,-31,-729,90,2
10,9,37,34,68,1,1,1,446,-211,8548,-16,-36,126,210,-8,-744,90,2
8,69,19,112,7,1,1,1,477,-230,8623,4,70,195,178,0,-746,90,2
10,20,17,65,65,1,1,1,658,-142,8573,-132,-2,-2040,154,10,-750,90,2
7,18,19,62,62,1,1,1,544,-135,8590,-139,15,-1816,106,4,-750,90,2
6,18,108,58,64,1,1,1,448,-179,8479,-122,44,-1888,74,-14,-748,90,2
72,19,103,58,90,1,1,1,508,-338,8563,-111,-88,-1355,49,-23,-741,90,2
8,17,38,53,5,1,1,1,266,-130,8558,-6,7,186,32,-40,-742,90,2
8,21,55,51,6,1,1,1,794,-269,8552,-123,45,-1949,22,-72,-730,90,2
7,100,20,22,6,1,1,1,479,-277,8567,6,60,190,5,-77,-739,90,2
8,44,16,19,62,1,1,1,549,-360,8571,-149,-25,-1695,8,-100,-742,90,2
14,22,16,89,7,1,1,1,480,-161,8551,-109,33,-1497,6,-124,-736,90,2
8,16,17,79,72,1,1,1,440,-97,8473,-81,68,-1050,-3,-149,-731,90,2
17,18,18,81,78,1,1,1,378,-220,8586,-86,-5,-976,6,-176,-732,90,2
20,18,21,62,6,1,1,1,269,-58,8546,-66,43,-950,3,-183,-739,90,2
8,20,25,58,6,1,1,1,436,-176,8559,-71,-14,-1396,11,-209,-735,90,2
32,20,70,77,5,1,1,1,4,-233,8602,3,-27,-17,15,-227,-735,90,2
8,19,59,74,94,1,1,1,75,-186,8557,3,-18,52,36,-250,-742,90,2
8,18,50,54,6,1,1,1,363,-185,8600,-42,21,171,50,-264,-724,90,2
8,85,20,115,65,1,1,1,436,-225,8523,18,10,134,51,-243,-697,90,2
9,26,16,115,65,1,1,1,777,-213,8537,-158,35,-2305,76,-252,-692,90,2
16,18,17,67,63,1,1,1,503,-328,8585,-171,36,-2485,113,-269,-691,90,2
31,17,22,64,73,1,1,1,440,-297,8572,-139,10,-1983,161,-269,-695,90,2
8,7,68,58,6,1,1,1,381,-331,8602,-136,-5,-1861,180,-262,-702,90,2
21,18,49,46,6,1,1,1,361,-255,8586,19,-33,262,198,-294,-664,90,2
18,20,39,37,83,1,1,1,369,-215,8569,31,69,59,253,-333,-645,90,2
8,24,18,105,83,1,1,1,338,-139,8490,-24,44,116,311,-229,-701,90,2
20,27,14,89,6,1,1,1,770,-206,8545,-123,56,-2099,313,-181,-715,90,2
7,14,16,78,81,1,1,1,478,-235,8567,-150,-5,-2007,325,-141,-707,90,2
9,14,60,75,79,1,1,1,456,-96,8533,-123,3,-2117,314,-84,-714,90,2
33,17,30,73,6,1,1,1,426,-46,8545,-131,-17,-1939,291,-47,-713,90,2
7,20,78,72,56,1,1,1,455,-152,8551,-112,31,-1796,261,-31,-711,90,2
9,4,39,38,59,1,1,1,510,-286,8547,5,25,95,203,-5,-747,90,2
7,67,19,103,6,1,1,1,434,-201,8562,28,-7,149,172,-2,-742,90,2
7,22,16,58,56,1,1,1,746,-72,8561,-154,17,-1983,157,1,-747,90,2
7,17,19,54,6,1,1,1,498,-186,8524,-133,26,-2387,103,-5,-743,90,2
46,18,60,50,6,1,1,1,491,-217,8589,-160,11,-2105,57,-19,-739,90,2
25,20,56,50,85,1,1,1,309,-138,8537,-132,73,-1867,35,-37,-733,90,2
7,3,34,34,6,1,1,1,334,-121,8466,-9,-13,255,13,-71,-725,90,2
15,19,16,18,6,1,1,1,383,-169,8428,-7,-27,250,14,-90,-724,90,2
16,22,13,104,80,1,1,1,745,-58,8533,-93,56,-1217,-5,-119,-731,90,2
9,28,14,97,79,1,1,1,522,-141,8511,-101,39,-1481,2,-142,-744,90,2
20,15,15,78,79,1,1,1,366,-46,8571,-118,45,-1562,9,-163,-739,90,2
32,15,17,75,5,1,1,1,422,-227,8541,-95,-41,-1020,2,-188,-732,90,2
30,17,25,51,85,1,1,1,517,-257,8539,-55,2,-1039,4,-202,-726,90,2
8,17,64,75,5,1,1,1,480,-254,8544,-71,19,-1093,24,-212,-740,90,2
7,9,71,75,82,1,1,1,277,-230,8495,-109,4,-1607,38,-238,-736,90,2
7,18,55,66,5,1,1,1,355,-189,8536,23,82,125,54,-250,-734,90,2
13,15,38,38,7,1,1,1,328,-252,8596,-10,-2,159,73,-245,-725,90,2
12,79,18,21,50,1,1,1,362,-176,8540,4,-52,235,69,-253,-697,90,2
8,18,16,69,63,1,1,1,709,-292,8608,-170,9,-2337,97,-255,-691,90,2
7,15,18,61,7,1,1,1,433,-276,8546,-161,38,-2583,126,-272,-692,90,2
30,17,66,65,104,1,1,1,409,-319,8571,-138,45,-2240,176,-262,-692,90,2
7,20,63,56,83,1,1,1,534,-457,8534,-137,48,-2455,218,-246,-710,90,2
7,12,14,12,79,1,1,1,398,-277,8411,-17,9,154,284,-252,-706,90,2
6,16,10,11,73,1,1,1,504,-267,8519,-147,45,-2095,303,-209,-733,90,2
7,20,9,106,6,1,1,1,595,-245,8523,-148,86,-2635,307,-177,-743,90,2
9,9,11,84,86,1,1,1,354,-204,8572,-148,1,-2265,314,-124,-742,90,2
25,10,45,79,83,1,1,1,434,-113,8536,-113,41,-2117,303,-83,-725,90,2
8,12,67,78,82,1,1,1,444,-268,8585,-145,27,-2239,277,-47,-719,90,2
6,6,53,51,32,1,1,1,605,-215,8534,-7,-36,163,226,-8,-744,90,2
5,5,29,69,74,1,1,1,573,-289,8591,28,81,1013,205,-9,-749,90,2
5,4,28,29,72,1,1,1,413,-182,8582,-42,7,-660,213,-7,-741,90,2
5,4,27,31,70,1,1,1,216,-173,8557,20,-38,455,207,-3,-739,90,2
5,4,25,26,5,1,1,1,33,-14,8602,18,93,407,200,-8,-740,90,2
4,6,24,100,71,1,1,1,15,-105,8625,-14,-83,28,189,1,-751,90,2
4,3,16,100,5,1,1,1,190,-155,8592,-10,-28,236,171,1,-741,90,2
5,90,19,125,69,1,1,1,540,-229,8546,-56,-12,-857,155,11,-741,90,2
8,75,20,71,7,1,1,1,407,-142,8527,-42,6,-856,137,7,-743,90,2
7,22,21,69,67,1,1,1,-65,-87,8454,3,22,173,132,0,-750,90,2
8,21,20,66,67,1,1,1,945,-447,8535,-62,-6,-781,120,-2,-736,90,2
10,20,22,64,66,1,1,1,341,-143,8533,-41,46,-677,103,5,-741,90,2
9,19,23,63,6,1,1,1,253,-269,8541,-3,31,290,95,-1,-733,90,2
8,18,105,61,65,1,1,1,483,-420,8516,-29,-30,-494,82,-16,-742,90,2
7,18,97,60,65,1,1,1,635,-200,8635,-25,83,-182,78,-8,-738,90,2
7,20,96,61,67,1,1,1,368,-137,8573,-39,25,-596,66,-16,-738,90,2
73,19,106,60,82,1,1,1,459,-179,8575,-55,-20,-705,48,-18,-744,90,2
7,20,40,59,92,1,1,1,-148,-254,8631,-57,-118,31,44,-42,-732,90,2
6,19,59,55,6,1,1,1,170,-134,8536,-5,41,103,15,-51,-725,90,2
7,6,37,45,5,1,1,1,368,-142,8569,-23,-24,138,14,-78,-730,90,2
7,4,19,24,5,1,1,1,321,-159,8582,-9,-8,145,16,-102,-724,90,2
8,20,16,89,80,1,1,1,780,-191,8550,-155,-25,-2214,3,-127,-743,90,2
20,16,17,63,82,1,1,1,444,-81,8486,-133,26,-1970,0,-166,-736,90,2
9,17,20,54,6,1,1,1,431,-252,8608,-116,48,-1868,11,-205,-731,90,2
7,18,63,72,98,1,1,1,376,-279,8630,-121,62,-1475,17,-225,-733,90,2
8,19,85,73,80,1,1,1,394,-269,8519,-93,4,-1077,35,-239,-739,90,2
19,17,66,62,70,1,1,1,401,-119,8607,9,48,121,39,-257,-735,90,2
7,18,41,42,47,1,1,1,294,-159,8533,-19,34,155,86,-252,-722,90,2
7,26,16,81,63,1,1,1,467,-278,8611,-9,47,157,62,-252,-690,90,2
7,18,15,61,61,1,1,1,720,-448,8591,-115,3,-2072,89,-245,-687,90,2
20,15,104,57,60,1,1,1,291,-114,8556,-147,-23,-2191,113,-265,-683,90,2
7,17,60,53,6,1,1,1,110,-193,8537,-5,-86,47,167,-263,-683,90,2
23,18,56,53,103,1,1,1,597,-335,8537,-129,25,-1998,189,-269,-675,90,2
8,14,30,31,5,1,1,1,293,-230,8595,-60,-38,224,296,-354,-630,90,2
6,33,19,113,6,1,1,1,362,-293,8576,13,102,76,323,-239,-683,90,2
17,19,18,90,6,1,1,1,660,-180,8637,-148,7,-2072,337,-187,-693,90,2
7,17,21,81,82,1,1,1,435,-136,8509,-128,60,-2111,338,-138,-692,90,2
